Port,Time,Utilization
6911,11:08:48.468,31.25
6911,11:08:51.815,32.8125
6911,11:08:51.931,32.8125
6911,11:08:52.441,32.8125
6911,11:08:52.962,32.8125
6911,11:08:53.453,32.8125
6911,11:08:53.959,32.8125
6911,11:08:54.468,32.8125
6911,11:08:55.021,32.8125
6911,11:08:55.425,32.8125
6911,11:08:55.997,32.8125
6911,11:08:56.432,32.8125
6911,11:09:00.814,32.8125
6911,11:09:00.965,32.8125
6911,11:09:01.475,32.8125
6911,11:09:01.982,32.8125
6911,11:09:02.029,32.8125
6911,11:09:02.482,32.8125
6911,11:09:04.843,32.8125
6911,11:09:04.999,32.8125
6911,11:09:05.504,32.8125
6911,11:09:06.006,32.8125
6911,11:09:07.496,32.8125
6911,11:09:07.513,32.8125
6911,11:09:08.024,32.8125
6911,11:09:08.526,32.8125
6911,11:09:09.036,32.8125
6911,11:09:09.540,32.8125
6911,11:09:12.712,34.375
6911,11:09:13.077,34.375
6911,11:09:13.585,34.375
6911,11:09:13.603,34.375
6911,11:09:14.090,34.375
6911,11:09:14.601,34.375
6911,11:09:15.213,34.375
6911,11:09:15.605,34.375
6911,11:09:16.106,34.375
6911,11:09:16.614,34.375
6911,11:09:17.230,34.375
6911,11:09:17.624,34.375
6911,11:09:18.129,34.375
6911,11:09:18.635,34.375
6911,11:09:21.141,34.375
6911,11:09:23.415,34.375
6911,11:09:28.774,35.9375
6911,11:09:29.254,35.9375
6911,11:09:29.754,35.9375
6911,11:09:30.260,35.9375
6911,11:09:30.768,35.9375
6911,11:09:30.799,35.9375
6911,11:09:31.220,35.9375
6911,11:09:31.725,35.9375
6911,11:09:32.236,35.9375
6911,11:09:32.802,35.9375
6911,11:09:33.243,35.9375
6911,11:09:33.249,35.9375
6911,11:09:33.727,37.5
6911,11:09:33.753,37.5
6911,11:09:34.237,37.5
6911,11:09:34.255,37.5
6911,11:09:34.759,37.5
6911,11:09:34.846,37.5
6911,11:09:35.247,37.5
6911,11:09:35.267,37.5
6911,11:09:35.751,37.5
6911,11:09:35.767,37.5
6911,11:09:36.254,37.5
6911,11:09:36.271,37.5
6911,11:09:36.773,37.5
6911,11:09:36.853,39.0625
6911,11:09:37.262,39.0625
6911,11:09:37.275,39.0625
6911,11:09:37.764,39.0625
6911,11:09:37.777,39.0625
6911,11:09:38.281,39.0625
6911,11:09:38.788,39.0625
6911,11:09:39.299,39.0625
6911,11:09:39.806,39.0625
6911,11:09:40.313,39.0625
6911,11:09:40.409,39.0625
6911,11:09:40.879,39.0625
6911,11:09:40.882,39.0625
6911,11:09:41.376,39.0625
6911,11:09:41.379,39.0625
6911,11:09:41.881,40.625
6911,11:09:41.888,40.625
6911,11:09:42.388,40.625
6911,11:09:42.394,40.625
6911,11:09:42.887,40.625
6911,11:09:42.892,40.625
6911,11:09:43.388,40.625
6911,11:09:43.402,40.625
6911,11:09:43.892,40.625
6911,11:09:43.909,40.625
6911,11:09:44.393,40.625
6911,11:09:44.417,40.625
6911,11:09:44.829,40.625
6911,11:09:44.925,40.625
6911,11:09:45.327,40.625
6911,11:09:45.331,40.625
6911,11:09:45.829,40.625
6911,11:09:45.834,40.625
6911,11:09:46.331,40.625
6911,11:09:46.338,40.625
6911,11:09:46.841,40.625
6911,11:09:46.847,40.625
6911,11:09:47.340,40.625
6911,11:09:47.346,40.625
6911,11:09:47.843,40.625
6911,11:09:47.848,40.625
6911,11:09:48.344,40.625
6911,11:09:48.350,40.625
6911,11:09:48.847,40.625
6911,11:09:48.852,40.625
6911,11:09:49.348,40.625
6911,11:09:49.354,40.625
6911,11:09:49.850,40.625
6911,11:09:49.857,40.625
6911,11:09:50.359,40.625
6911,11:09:50.363,40.625
6911,11:09:50.862,42.1875
6911,11:09:50.866,42.1875
6911,11:09:51.363,42.1875
6911,11:09:51.368,42.1875
6911,11:09:51.865,42.1875
6911,11:09:51.869,42.1875
6911,11:09:52.366,42.1875
6911,11:09:52.371,42.1875
6911,11:09:52.869,42.1875
6911,11:09:52.874,42.1875
6911,11:09:53.375,42.1875
6911,11:09:53.378,42.1875
6911,11:09:53.884,42.1875
6911,11:09:53.887,42.1875
6911,11:09:54.394,42.1875
6911,11:09:54.396,42.1875
6911,11:09:54.900,42.1875
6911,11:09:54.903,42.1875
6911,11:09:55.401,42.1875
6911,11:09:55.402,42.1875
6911,11:09:55.903,42.1875
6911,11:09:55.905,42.1875
6911,11:09:56.408,42.1875
6911,11:09:56.410,42.1875
6911,11:09:56.915,42.1875
6911,11:09:57.029,43.75
6911,11:09:57.417,43.75
6911,11:09:57.417,43.75
6911,11:09:57.929,43.75
6911,11:09:57.933,43.75
6911,11:09:58.438,43.75
6911,11:09:58.440,43.75
6911,11:09:58.946,43.75
6911,11:09:59.064,43.75
6911,11:09:59.447,43.75
6911,11:09:59.448,43.75
6911,11:09:59.951,43.75
6911,11:09:59.952,43.75
6911,11:10:00.457,43.75
6911,11:10:00.459,43.75
6911,11:10:00.962,43.75
6911,11:10:01.089,43.75
6911,11:10:01.465,43.75
6911,11:10:01.466,43.75
6911,11:10:01.969,43.75
6911,11:10:01.971,43.75
6911,11:10:02.473,43.75
6911,11:10:02.474,43.75
6911,11:10:03.082,45.3125
6911,11:10:03.112,45.3125
6911,11:10:03.484,45.3125
6911,11:10:03.486,45.3125
6911,11:10:03.991,45.3125
6911,11:10:03.994,45.3125
6911,11:10:04.495,45.3125
6911,11:10:04.496,45.3125
6911,11:10:04.998,45.3125
6911,11:10:05.121,45.3125
6911,11:10:05.506,45.3125
6911,11:10:05.508,45.3125
6911,11:10:06.008,45.3125
6911,11:10:06.008,45.3125
6911,11:10:06.509,45.3125
6911,11:10:06.510,45.3125
6911,11:10:07.012,45.3125
6911,11:10:07.138,45.3125
6911,11:10:07.514,45.3125
6911,11:10:07.515,45.3125
6911,11:10:08.015,45.3125
6911,11:10:08.016,45.3125
6911,11:10:08.517,45.3125
6911,11:10:08.518,45.3125
6911,11:10:09.019,45.3125
6911,11:10:09.021,45.3125
6911,11:10:09.521,45.3125
6911,11:10:09.524,45.3125
6911,11:10:10.023,45.3125
6911,11:10:10.024,45.3125
6911,11:10:10.535,45.3125
6911,11:10:10.537,45.3125
6911,11:10:11.034,45.3125
6911,11:10:11.036,45.3125
6911,11:10:11.537,45.3125
6911,11:10:11.539,45.3125
6911,11:10:12.039,46.875
6911,11:10:12.040,46.875
6911,11:10:12.541,46.875
6911,11:10:12.542,46.875
6911,11:10:13.043,46.875
6911,11:10:13.044,46.875
6911,11:10:13.546,46.875
6911,11:10:13.683,46.875
6911,11:10:14.047,46.875
6911,11:10:14.048,46.875
6911,11:10:14.550,46.875
6911,11:10:14.550,46.875
6911,11:10:15.051,46.875
6911,11:10:15.052,46.875
6911,11:10:15.553,46.875
6911,11:10:15.554,46.875
6911,11:10:16.181,48.4375
6911,11:10:16.213,48.4375
6911,11:10:16.566,48.4375
6911,11:10:16.570,48.4375
6911,11:10:17.075,48.4375
6911,11:10:17.078,48.4375
6911,11:10:17.578,48.4375
6911,11:10:17.579,48.4375
6911,11:10:18.083,48.4375
6911,11:10:18.084,48.4375
6911,11:10:18.591,48.4375
6911,11:10:18.592,48.4375
6911,11:10:19.100,48.4375
6911,11:10:19.104,48.4375
6911,11:10:19.609,48.4375
6911,11:10:19.612,48.4375
6911,11:10:20.115,48.4375
6911,11:10:20.119,48.4375
6911,11:10:20.616,48.4375
6911,11:10:20.765,48.4375
6911,11:10:21.117,48.4375
6911,11:10:21.118,48.4375
6911,11:10:21.625,48.4375
6911,11:10:21.626,48.4375
6911,11:10:22.129,48.4375
6911,11:10:22.129,48.4375
6911,11:10:22.634,48.4375
6911,11:10:22.796,50.0
6911,11:10:23.141,50.0
6911,11:10:23.144,50.0
6911,11:10:23.646,50.0
6911,11:10:23.647,50.0
6911,11:10:24.155,50.0
6911,11:10:24.159,50.0
6911,11:10:24.663,50.0
6911,11:10:24.821,50.0
6911,11:10:25.173,50.0
6911,11:10:25.177,50.0
6911,11:10:25.680,50.0
6911,11:10:25.684,50.0
6911,11:10:26.184,50.0
6911,11:10:26.184,50.0
6911,11:10:26.694,50.0
6911,11:10:26.696,50.0
6911,11:10:27.334,51.5625
6911,11:10:27.365,51.5625
6911,11:10:27.703,51.5625
6911,11:10:27.704,51.5625
6911,11:10:28.215,51.5625
6911,11:10:28.219,51.5625
6911,11:10:28.720,51.5625
6911,11:10:28.723,51.5625
6911,11:10:29.369,51.5625
6911,11:10:29.400,51.5625
6911,11:10:29.736,51.5625
6911,11:10:29.737,51.5625
6911,11:10:30.236,51.5625
6911,11:10:30.237,51.5625
6911,11:10:30.740,51.5625
6911,11:10:30.741,51.5625
6911,11:10:31.245,51.5625
6911,11:10:31.410,51.5625
6911,11:10:31.755,51.5625
6911,11:10:31.758,51.5625
6911,11:10:32.255,51.5625
6911,11:10:32.256,51.5625
6911,11:10:32.761,51.5625
6911,11:10:32.762,51.5625
6911,11:10:33.268,51.5625
6911,11:10:33.271,51.5625
6911,11:10:33.773,51.5625
6911,11:10:33.775,51.5625
6911,11:10:34.279,51.5625
6911,11:10:34.281,51.5625
6911,11:10:34.793,53.125
6911,11:10:34.797,53.125
6911,11:10:35.292,53.125
6911,11:10:35.292,53.125
6911,11:10:35.794,53.125
6911,11:10:35.795,53.125
6911,11:10:36.296,53.125
6911,11:10:36.298,53.125
6911,11:10:36.799,53.125
6911,11:10:36.799,53.125
6911,11:10:37.301,53.125
6911,11:10:37.302,53.125
6911,11:10:37.803,53.125
6911,11:10:37.803,53.125
6911,11:10:38.304,53.125
6911,11:10:38.305,53.125
6911,11:10:38.805,53.125
6911,11:10:38.807,53.125
6911,11:10:39.308,53.125
6911,11:10:39.309,53.125
6911,11:10:39.809,53.125
6911,11:10:39.811,53.125
6911,11:10:40.311,53.125
6911,11:10:40.312,53.125
6911,11:10:40.813,53.125
6911,11:10:40.814,53.125
6911,11:10:41.318,53.125
6911,11:10:41.488,53.125
6911,11:10:41.830,53.125
6911,11:10:41.834,53.125
6911,11:10:42.341,53.125
6911,11:10:42.345,54.6875
6911,11:10:42.852,54.6875
6911,11:10:42.855,54.6875
6911,11:10:43.493,54.6875
6911,11:10:43.524,54.6875
6911,11:10:43.862,54.6875
6911,11:10:43.865,54.6875
6911,11:10:44.362,54.6875
6911,11:10:44.363,54.6875
6911,11:10:44.865,54.6875
6911,11:10:44.866,54.6875
6911,11:10:45.368,54.6875
6911,11:10:45.513,54.6875
6911,11:10:45.869,54.6875
6911,11:10:45.870,54.6875
6911,11:10:46.371,54.6875
6911,11:10:46.372,54.6875
6911,11:10:46.873,54.6875
6911,11:10:46.873,54.6875
6911,11:10:47.380,54.6875
6911,11:10:47.382,54.6875
6911,11:10:48.033,54.6875
6911,11:10:48.063,54.6875
6911,11:10:48.390,54.6875
6911,11:10:48.393,54.6875
6911,11:10:48.894,54.6875
6911,11:10:48.896,54.6875
6911,11:10:49.395,54.6875
6911,11:10:49.395,54.6875
6911,11:10:50.052,54.6875
6911,11:10:50.083,54.6875
6911,11:10:50.398,54.6875
6911,11:10:50.399,54.6875
6911,11:10:50.901,54.6875
6911,11:10:50.902,54.6875
6911,11:10:51.402,54.6875
6911,11:10:51.404,54.6875
6911,11:10:51.906,54.6875
6911,11:10:52.066,54.6875
6911,11:10:52.410,54.6875
6911,11:10:52.411,54.6875
6911,11:10:52.918,54.6875
6911,11:10:52.921,54.6875
6911,11:10:53.431,54.6875
6911,11:10:53.434,54.6875
6911,11:10:53.943,54.6875
6911,11:10:53.947,54.6875
6911,11:10:54.453,54.6875
6911,11:10:54.458,54.6875
6911,11:10:54.953,54.6875
6911,11:10:54.953,54.6875
6911,11:10:55.465,54.6875
6911,11:10:55.470,54.6875
6911,11:10:55.966,54.6875
6911,11:10:55.966,54.6875
6911,11:10:56.467,54.6875
6911,11:10:56.469,54.6875
6911,11:10:56.970,54.6875
6911,11:10:56.971,54.6875
6911,11:10:57.471,54.6875
6911,11:10:57.472,54.6875
6911,11:10:57.972,54.6875
6911,11:10:57.974,54.6875
6911,11:10:58.474,54.6875
6911,11:10:58.476,54.6875
6911,11:10:58.975,54.6875
6911,11:10:58.978,54.6875
6911,11:10:59.477,54.6875
6911,11:10:59.480,54.6875
6911,11:10:59.978,54.6875
6911,11:10:59.981,54.6875
6911,11:11:00.480,54.6875
6911,11:11:00.483,54.6875
6911,11:11:00.984,54.6875
6911,11:11:00.985,56.25
6911,11:11:01.660,56.25
6911,11:11:01.690,56.25
6911,11:11:01.992,56.25
6911,11:11:01.992,56.25
6911,11:11:02.493,56.25
6911,11:11:02.494,56.25
6911,11:11:02.996,56.25
6911,11:11:02.997,56.25
6911,11:11:03.677,57.8125
6911,11:11:03.708,57.8125
6911,11:11:03.999,57.8125
6911,11:11:04.000,57.8125
6911,11:11:04.502,57.8125
6911,11:11:04.502,57.8125
6911,11:11:05.003,57.8125
6911,11:11:05.003,57.8125
6911,11:11:05.505,57.8125
6911,11:11:05.709,57.8125
6911,11:11:06.005,57.8125
6911,11:11:06.007,57.8125
6911,11:11:06.507,57.8125
6911,11:11:06.508,57.8125
6911,11:11:07.009,57.8125
6911,11:11:07.010,57.8125
6911,11:11:07.512,57.8125
6911,11:11:07.513,57.8125
6911,11:11:08.199,57.8125
6911,11:11:08.229,57.8125
6911,11:11:08.529,57.8125
6911,11:11:08.533,57.8125
6911,11:11:09.037,57.8125
6911,11:11:09.040,57.8125
6911,11:11:09.547,57.8125
6911,11:11:09.551,57.8125
6911,11:11:10.235,57.8125
6911,11:11:10.268,57.8125
6911,11:11:10.554,57.8125
6911,11:11:10.555,57.8125
6911,11:11:11.058,57.8125
6911,11:11:11.060,57.8125
6911,11:11:11.567,57.8125
6911,11:11:11.569,57.8125
6911,11:11:12.068,57.8125
6911,11:11:12.068,57.8125
6911,11:11:12.570,59.375
6911,11:11:12.799,60.9375
6911,11:11:13.071,60.9375
6911,11:11:13.072,60.9375
6911,11:11:13.583,60.9375
6911,11:11:13.586,60.9375
6911,11:11:14.088,60.9375
6911,11:11:14.091,60.9375
6911,11:11:14.599,60.9375
6911,11:11:14.603,60.9375
6911,11:11:15.107,60.9375
6911,11:11:15.112,60.9375
6911,11:11:15.616,60.9375
6911,11:11:15.620,60.9375
6911,11:11:16.118,60.9375
6911,11:11:16.118,60.9375
6911,11:11:16.619,60.9375
6911,11:11:16.620,60.9375
6911,11:11:17.126,60.9375
6911,11:11:17.129,60.9375
6911,11:11:17.626,62.5
6911,11:11:17.627,62.5
6911,11:11:18.130,62.5
6911,11:11:18.349,64.0625
6911,11:11:18.630,64.0625
6911,11:11:18.631,64.0625
6911,11:11:19.145,64.0625
6911,11:11:19.147,64.0625
6911,11:11:19.654,64.0625
6911,11:11:19.657,64.0625
6911,11:11:20.160,64.0625
6911,11:11:20.162,64.0625
6911,11:11:20.659,64.0625
6911,11:11:20.660,64.0625
6911,11:11:21.377,65.625
6911,11:11:21.407,65.625
6911,11:11:21.677,65.625
6911,11:11:21.681,65.625
6911,11:11:22.184,65.625
6911,11:11:22.186,65.625
6911,11:11:22.687,65.625
6911,11:11:22.688,65.625
6911,11:11:23.195,65.625
6911,11:11:23.429,65.625
6911,11:11:23.704,65.625
6911,11:11:23.706,65.625
6911,11:11:24.214,65.625
6911,11:11:24.219,65.625
6911,11:11:24.713,65.625
6911,11:11:24.713,65.625
6911,11:11:25.215,65.625
6911,11:11:25.216,65.625
6911,11:11:25.717,65.625
6911,11:11:25.718,65.625
6911,11:11:26.219,65.625
6911,11:11:26.220,65.625
6911,11:11:26.923,65.625
6911,11:11:26.953,65.625
6911,11:11:27.222,65.625
6911,11:11:27.222,65.625
6911,11:11:27.724,65.625
6911,11:11:27.725,65.625
6911,11:11:28.226,65.625
6911,11:11:28.226,65.625
6911,11:11:28.728,65.625
6911,11:11:28.962,65.625
6911,11:11:29.235,65.625
6911,11:11:29.236,65.625
6911,11:11:29.749,65.625
6911,11:11:29.754,65.625
6911,11:11:30.252,65.625
6911,11:11:30.254,65.625
6911,11:11:30.983,67.1875
6911,11:11:31.018,67.1875
6911,11:11:31.263,67.1875
6911,11:11:31.265,67.1875
6911,11:11:31.776,68.75
6911,11:11:31.781,68.75
6911,11:11:32.286,68.75
6911,11:11:32.290,68.75
6911,11:11:32.998,68.75
6911,11:11:33.029,68.75
6911,11:11:33.290,68.75
6911,11:11:33.291,68.75
6911,11:11:33.792,68.75
6911,11:11:33.793,68.75
6911,11:11:34.293,68.75
6911,11:11:34.294,68.75
6911,11:11:34.794,68.75
6911,11:11:34.795,68.75
6911,11:11:35.295,68.75
6911,11:11:35.296,68.75
6911,11:11:35.798,68.75
6911,11:11:35.799,68.75
6911,11:11:36.300,68.75
6911,11:11:36.300,68.75
6911,11:11:37.015,68.75
6911,11:11:37.045,70.3125
6911,11:11:37.304,70.3125
6911,11:11:37.305,70.3125
6911,11:11:37.806,70.3125
6911,11:11:37.806,70.3125
6911,11:11:38.308,70.3125
6911,11:11:38.309,70.3125
6911,11:11:38.810,70.3125
6911,11:11:38.810,70.3125
6911,11:11:39.318,70.3125
6911,11:11:39.321,70.3125
6911,11:11:39.829,70.3125
6911,11:11:39.833,70.3125
6911,11:11:40.332,70.3125
6911,11:11:40.333,70.3125
6911,11:11:40.835,70.3125
6911,11:11:40.836,70.3125
6911,11:11:41.340,70.3125
6911,11:11:41.341,70.3125
6911,11:11:42.063,70.3125
6911,11:11:42.093,70.3125
6911,11:11:42.354,70.3125
6911,11:11:42.357,70.3125
6911,11:11:42.858,70.3125
6911,11:11:42.861,70.3125
6911,11:11:43.358,70.3125
6911,11:11:43.358,70.3125
6911,11:11:43.859,70.3125
6911,11:11:43.861,70.3125
6911,11:11:44.360,70.3125
6911,11:11:44.362,70.3125
6911,11:11:45.089,71.875
6911,11:11:45.119,71.875
6911,11:11:45.366,71.875
6911,11:11:45.367,71.875
6911,11:11:45.868,71.875
6911,11:11:45.869,71.875
6911,11:11:46.370,71.875
6911,11:11:46.371,71.875
6911,11:11:46.871,71.875
6911,11:11:46.872,71.875
6911,11:11:47.617,71.875
6911,11:11:47.650,71.875
6911,11:11:47.875,71.875
6911,11:11:47.875,71.875
6911,11:11:48.376,71.875
6911,11:11:48.377,71.875
6911,11:11:48.881,71.875
6911,11:11:48.882,71.875
6911,11:11:49.628,71.875
6911,11:11:49.658,71.875
6911,11:11:49.889,71.875
6911,11:11:49.890,71.875
6911,11:11:50.393,71.875
6911,11:11:50.393,71.875
6911,11:11:50.896,71.875
6911,11:11:50.898,71.875
6911,11:11:51.632,73.4375
6911,11:11:51.662,73.4375
6911,11:11:51.907,73.4375
6911,11:11:51.910,73.4375
6911,11:11:52.408,73.4375
6911,11:11:52.408,73.4375
6911,11:11:52.910,73.4375
6911,11:11:52.910,73.4375
6911,11:11:53.412,73.4375
6911,11:11:53.413,73.4375
6911,11:11:54.149,73.4375
6911,11:11:54.180,73.4375
6911,11:11:54.415,73.4375
6911,11:11:54.416,73.4375
6911,11:11:54.917,73.4375
6911,11:11:54.918,73.4375
6911,11:11:55.419,73.4375
6911,11:11:55.420,73.4375
6911,11:11:55.921,73.4375
6911,11:11:55.922,73.4375
6911,11:11:56.423,75.0
6911,11:11:56.423,75.0
6911,11:11:56.935,75.0
6911,11:11:56.938,75.0
6911,11:11:57.441,75.0
6911,11:11:57.442,75.0
6911,11:11:57.952,75.0
6911,11:11:57.954,75.0
6911,11:11:58.698,76.5625
6911,11:11:58.729,76.5625
6911,11:11:58.966,76.5625
6911,11:11:58.970,76.5625
6911,11:11:59.466,76.5625
6911,11:11:59.467,76.5625
6911,11:11:59.967,76.5625
6911,11:11:59.968,76.5625
6911,11:12:00.469,76.5625
6911,11:12:00.769,78.125
6911,11:12:00.971,78.125
6911,11:12:00.971,78.125
6911,11:12:01.473,78.125
6911,11:12:01.473,78.125
6911,11:12:01.974,78.125
6911,11:12:01.975,78.125
6911,11:12:02.476,78.125
6911,11:12:02.477,78.125
6911,11:12:02.979,78.125
6911,11:12:02.979,78.125
6911,11:12:03.480,78.125
6911,11:12:03.481,78.125
6911,11:12:03.982,78.125
6911,11:12:03.982,78.125
6911,11:12:04.483,78.125
6911,11:12:04.484,78.125
6911,11:12:04.984,78.125
6911,11:12:04.985,78.125
6911,11:12:05.486,78.125
6911,11:12:05.487,78.125
6911,11:12:05.989,78.125
6911,11:12:06.301,78.125
6911,11:12:06.490,78.125
6911,11:12:06.491,78.125
6911,11:12:06.992,78.125
6911,11:12:06.992,78.125
6911,11:12:07.494,78.125
6911,11:12:07.495,78.125
6911,11:12:07.996,78.125
6911,11:12:08.295,79.6875
6911,11:12:08.502,79.6875
6911,11:12:08.504,79.6875
6911,11:12:09.007,81.25
6911,11:12:09.010,81.25
6911,11:12:09.517,81.25
6911,11:12:09.521,81.25
6911,11:12:10.021,82.8125
6911,11:12:10.289,85.9375
6911,11:12:10.528,85.9375
6911,11:12:10.817,85.9375
6911,11:12:11.030,85.9375
6911,11:12:11.032,85.9375
6911,11:12:11.543,85.9375
6911,11:12:11.545,85.9375
6911,11:12:12.049,85.9375
6911,11:12:12.052,85.9375
6911,11:12:12.862,85.9375
6911,11:12:12.889,85.9375
6911,11:12:13.058,85.9375
6911,11:12:13.059,85.9375
6911,11:12:13.560,85.9375
6911,11:12:13.561,85.9375
6911,11:12:14.061,85.9375
6911,11:12:14.062,85.9375
6911,11:12:14.869,87.5
6911,11:12:14.897,87.5
6911,11:12:15.066,87.5
6911,11:12:15.067,87.5
6911,11:12:15.574,87.5
6911,11:12:15.577,87.5
6911,11:12:16.075,87.5
6911,11:12:16.075,87.5
6911,11:12:16.577,87.5
6911,11:12:16.577,87.5
6911,11:12:17.078,87.5
6911,11:12:17.079,87.5
6911,11:12:17.581,87.5
6911,11:12:17.581,87.5
6911,11:12:18.082,87.5
6911,11:12:18.083,87.5
6911,11:12:18.584,87.5
6911,11:12:18.585,87.5
6911,11:12:19.087,87.5
6911,11:12:19.395,87.5
6911,11:12:19.587,87.5
6911,11:12:19.588,87.5
6911,11:12:20.089,87.5
6911,11:12:20.090,87.5
6911,11:12:20.592,87.5
6911,11:12:20.592,87.5
6911,11:12:21.093,87.5
6911,11:12:21.094,87.5
6911,11:12:21.595,87.5
6911,11:12:21.596,87.5
6911,11:12:22.097,87.5
6911,11:12:22.098,87.5
6911,11:12:22.601,89.0625
6911,11:12:22.933,89.0625
6911,11:12:23.101,89.0625
6911,11:12:23.101,89.0625
6911,11:12:23.602,89.0625
6911,11:12:23.603,89.0625
6911,11:12:24.106,89.0625
6911,11:12:24.107,89.0625
6911,11:12:24.609,89.0625
6911,11:12:24.610,89.0625
6911,11:12:25.114,89.0625
6911,11:12:25.404,89.0625
6911,11:12:25.623,89.0625
6911,11:12:25.627,89.0625
6911,11:12:26.124,89.0625
6911,11:12:26.127,89.0625
6911,11:12:26.629,89.0625
6911,11:12:26.631,89.0625
6911,11:12:27.130,89.0625
6911,11:12:27.130,89.0625
6911,11:12:27.636,89.0625
6911,11:12:27.639,89.0625
6911,11:12:28.138,89.0625
6911,11:12:28.460,89.0625
6911,11:12:28.640,89.0625
6911,11:12:28.641,89.0625
6911,11:12:29.142,89.0625
6911,11:12:29.143,89.0625
6911,11:12:29.643,89.0625
6911,11:12:29.644,89.0625
6911,11:12:30.151,89.0625
6911,11:12:30.154,89.0625
6911,11:12:30.652,89.0625
6911,11:12:30.985,90.625
6911,11:12:31.157,90.625
6911,11:12:31.160,90.625
6911,11:12:31.665,90.625
6911,11:12:31.668,90.625
6911,11:12:32.170,90.625
6911,11:12:32.171,90.625
6911,11:12:32.968,90.625
6911,11:12:32.999,90.625
6911,11:12:33.176,90.625
6911,11:12:33.177,90.625
6911,11:12:33.679,90.625
6911,11:12:33.679,90.625
6911,11:12:34.185,90.625
6911,11:12:34.187,90.625
6911,11:12:34.690,90.625
6911,11:12:34.691,90.625
6911,11:12:35.192,90.625
6911,11:12:35.193,90.625
6911,11:12:35.694,90.625
6911,11:12:35.695,90.625
6911,11:12:36.196,90.625
6911,11:12:36.196,90.625
6911,11:12:36.698,90.625
6911,11:12:36.699,90.625
6911,11:12:37.201,90.625
6911,11:12:37.202,90.625
6911,11:12:37.704,90.625
6911,11:12:38.028,90.625
6911,11:12:38.205,90.625
6911,11:12:38.206,90.625
6911,11:12:38.707,90.625
6911,11:12:38.707,90.625
6911,11:12:39.210,90.625
6911,11:12:39.211,90.625
6911,11:12:39.712,90.625
6911,11:12:40.039,92.1875
6911,11:12:40.214,92.1875
6911,11:12:40.215,92.1875
6911,11:12:40.716,92.1875
6911,11:12:40.717,92.1875
6911,11:12:41.218,92.1875
6911,11:12:41.219,92.1875
6911,11:12:41.720,92.1875
6911,11:12:41.721,92.1875
6911,11:12:42.225,92.1875
6911,11:12:42.226,92.1875
6911,11:12:42.729,92.1875
6911,11:12:42.731,92.1875
6911,11:12:43.554,93.75
6911,11:12:43.584,93.75
6911,11:12:43.739,93.75
6911,11:12:43.742,93.75
